processo_numero,latitude,longitude,ground_type,ground_amplitude,slope_degree,slope_percentage,danger_level,rain_day,rain_hour,elevation
8055612422,-8.1057775,-34.9616114,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,83.0,5.2,27.0
8058170222,-8.1053531,-34.9511444,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,19.8,0.0,49.0
8058123422,-8.106497899999999,-34.9493162,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,12.7,0.3,35.0
8034346521,-8.126446099999999,-34.9480138,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,2.3,0.1,40.0
8041734522,-8.0280768,-34.9235773,AGUA,20 a 100m,10 a 30º,0 a 60%,Media,0.3,0.0,16.0
8060235022,-8.114789,-34.9556585,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,2.3,0.2,90.0
8021462022,-8.0061311,-34.9211465,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,4.3,0.2,47.0
8029476022,-8.0265206,-34.9256595,AGUA,20 a 100m,10 a 30º,0 a 60%,Media,6.8,1.4,37.0
8029391422,-8.0264518,-34.925699,AGUA,20 a 100m,10 a 30º,0 a 60%,Media,6.8,0.6,37.0
8067792421,-8.108513,-34.9474208,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,7.5,0.1,38.0
8067441522,-8.1258029,-34.9602752,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,0.7,0.2,33.0
8070327721,-8.1047844,-34.9503219,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,13.4,1.6,49.0
8033746021,-8.1352484,-34.9512653,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,10.3,0.2,15.0
8071409721,-8.1043223,-34.951049,PV1,20 a 100m,10 a 30º,0 a 60%,Media,7.3,0.3,49.0
8069752021,-8.109426,-34.9554479,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,15.9,0.6,47.0
8032323622,-8.105677,-34.948616,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,2.6,0.0,39.0
8044113321,-8.1064366,-34.9517968,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,19.0,0.9,63.0
8043724921,-8.1067896,-34.94948979999999,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,19.0,1.2,35.0
8043726121,-8.1068643,-34.9491344,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,19.0,1.2,35.0
8042696121,-8.1067901,-34.9540577,PV1,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.9,55.0
8043513821,-8.1048901,-34.9510952,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,19.0,0.7,49.0
8032479821,-8.1204305,-34.9560975,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,7.2,0.2,85.0
8038798821,-8.109207999999999,-34.9489949,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,3.3,0.2,50.0
8028752521,-8.1061895,-34.9500657,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,1.6,0.0,49.0
8030678321,-8.1081939,-34.9623794,PV1,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.3,49.0
8030752921,-8.1071126,-34.9500606,PV1,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.4,63.0
8071131722,-8.1128019,-34.9459661,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,49.1,4.0,52.0
8001935121,-8.1047844,-34.9503219,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,0.0,0.0,49.0
8068383922,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,1.2,0.0,7.0
8031778121,-8.0271528,-34.9264348,AGUA,20 a 100m,10 a 30º,0 a 60%,Baixa,3.8,0.2,11.0
8052564922,-7.995179199999999,-34.9385402,LVd4,0 a 40m,0 a 5º,0 a 15%,Baixa,20.2,1.3,38.0
8035163121,-8.122929,-34.9551361,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,1.6,0.0,57.0
8067354522,-8.107825499999999,-34.9493734,PV1,20 a 100m,10 a 30º,0 a 60%,Media,0.7,0.2,35.0
8029141822,-8.1185542,-34.9424592,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,6.8,0.1,26.0
8031150221,-8.1185542,-34.9424592,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,3.8,0.1,26.0
8068783722,-8.1139958,-34.9566734,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,8.0,0.9,74.0
8068156222,-8.105677,-34.948616,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,1.2,0.0,39.0
8031227521,-8.1245795,-34.941316,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,3.8,0.1,70.0
8070248822,-8.1161314,-34.9287266,HP,0 a 20m,0 a 5º,0 a 10%,Baixa,0.6,0.0,7.0
8033733521,-8.1139818,-34.9488643,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,10.3,0.2,81.0
8068232022,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,1.2,0.0,7.0
8067719322,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,0.7,0.0,7.0
8049421821,-8.1260415,-34.9512934,LVd2,0 a 40m,0 a 5º,0 a 15%,Media,1.1,0.0,28.0
8052441621,-8.1289205,-34.9458192,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,3.4,0.1,35.0
8067871022,-8.1314739,-34.950022,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,1.2,0.0,32.0
8069447022,-8.1230506,-34.9517461,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,8.1,0.0,32.0
8063482922,-8.005963,-34.8927876,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,14.2,0.5,10.0
8049527021,-8.105677,-34.948616,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,1.1,0.0,39.0
8057414522,-8.008517399999999,-34.8913824,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.5,25.0
8057367722,-8.0070573,-34.8950347,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.9,42.0
8056016622,-8.008517399999999,-34.8913824,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,83.0,1.8,25.0
8028317522,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,12.4,0.3,7.0
8052913322,-8.008517399999999,-34.8913824,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.5,25.0
8067312022,-8.051576599999999,-34.8857025,URBANO,0 a 20m,0 a 5º,0 a 10%,Baixa,2.1,0.0,10.0
8067283022,-8.1254321,-34.9545275,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,0.7,0.0,32.0
8067280122,-8.1254321,-34.9545275,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,0.7,0.0,32.0
8069846222,-8.1230506,-34.9517461,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,15.6,0.0,32.0
8053270021,-8.1254268,-34.9490143,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,1.9,0.1,40.0
8113297721,-8.008517399999999,-34.8913824,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,3.2,0.3,25.0
8113295421,-8.008517399999999,-34.8913824,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,3.2,0.3,25.0
8070726722,-8.1194235,-34.960059,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,49.1,1.6,40.0
8070012422,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,15.6,0.1,7.0
8052958921,-8.1121822,-34.9460154,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,1.9,0.2,39.0
8068623022,-8.1288616,-34.9505858,LVd2,0 a 40m,0 a 5º,0 a 15%,Media,8.0,0.2,38.0
8044198921,-8.008517399999999,-34.8913824,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.3,25.0
8032408321,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,7.2,0.3,7.0
8046333021,-8.008517399999999,-34.8913824,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,5.0,0.2,25.0
8033599721,-8.0050409,-34.8960522,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,10.3,0.5,31.0
8068574922,-8.130646,-34.95228,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,8.0,0.2,51.0
8031310021,-8.0060502,-34.8927633,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,3.8,0.2,10.0
8032410821,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,7.2,0.3,7.0
8070960022,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,49.1,1.0,7.0
8071577522,-8.1256697,-34.9461801,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,14.5,0.2,47.0
8032405421,-8.1310572,-34.9406263,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,7.2,0.3,57.0
8050701021,-8.1256697,-34.9461801,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,4.3,0.1,47.0
8031760521,-8.1169822,-34.9514882,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,3.8,0.2,51.0
8032400221,-8.1289205,-34.9458192,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,7.2,0.3,35.0
8035091021,-8.122929,-34.9551361,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,1.6,0.1,57.0
8071208022,-8.126430299999999,-34.9477667,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,49.1,2.2,47.0
8056026321,-8.1076442,-34.950902,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,19.3,1.6,63.0
8071225122,-8.1235395,-34.9530094,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,49.1,1.1,66.0
8071232822,-8.122229599999999,-34.9540493,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,49.1,1.1,69.0
8060208322,-8.118470499999999,-34.9496416,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,2.3,0.2,50.0
8051327521,-8.1279224,-34.9580945,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,5.3,0.2,44.0
8018507821,-8.1354531,-34.9545501,A2,20 a 100m,10 a 30º,0 a 60%,Media,9.6,0.2,14.0
8063922922,-8.0237684,-34.9293332,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,14.2,0.0,22.0
8060404722,-8.0266075,-34.9283219,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,2.3,0.4,29.0
8048961921,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,7.4,0.1,7.0
8048958821,-8.117901699999999,-34.9494248,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,7.4,0.1,50.0
8048949921,-8.1131155,-34.9457673,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,7.4,0.1,17.0
8067657822,-8.0848911,-34.88,AGUA,0 a 20m,0 a 5º,0 a 10%,Baixa,2.1,0.0,8.0
8064839822,-8.0912101,-34.9620453,URBANO,0 a 40m,0 a 5º,0 a 15%,Baixa,0.1,0.0,13.0
8056060522,-8.0891641,-34.9619084,URBANO,0 a 40m,0 a 5º,0 a 15%,Baixa,83.0,0.6,16.0
8048761021,-8.1285103,-34.9512076,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,2.1,0.0,38.0
8053835622,-8.0880671,-34.9621819,URBANO,0 a 40m,0 a 5º,0 a 15%,Baixa,20.2,0.2,16.0
8052413022,-8.0862107,-34.9467482,PV1,0 a 40m,0 a 5º,0 a 15%,Baixa,27.7,1.3,15.0
8014904022,-8.1208537,-34.9395867,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,1.8,0.0,76.0
8031984021,-8.0895665,-34.9603088,URBANO,0 a 40m,0 a 5º,0 a 15%,Baixa,3.8,0.0,19.0
8058606522,-8.123123699999999,-34.9533591,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.8,0.4,66.0
8075222722,-8.013068,-34.9124721,A2,20 a 100m,10 a 30º,0 a 60%,Media,23.2,0.3,65.0
8078165422,-8.083056,-34.9695733,PV1,20 a 100m,5 a 30º,0 a 60%,Media,8.7,0.3,23.0
8066357022,-8.0840409,-34.9672199,PV1,20 a 100m,5 a 30º,0 a 60%,Baixa,21.9,0.4,35.0
8058183722,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,19.8,0.7,7.0
8081578422,-8.0090679,-34.911603,A2,20 a 100m,10 a 30º,0 a 60%,Media,5.3,0.1,48.0
8058624322,-8.0850232,-34.9706906,PV1,20 a 100m,5 a 30º,0 a 60%,Media,19.8,0.4,59.0
8057117022,-8.0840409,-34.9672199,PV1,20 a 100m,5 a 30º,0 a 60%,Baixa,12.7,1.1,35.0
8074488322,-8.0114639,-34.914992,A2,20 a 100m,10 a 30º,0 a 60%,Media,15.2,0.0,68.0
8048429521,-8.132689899999999,-34.9066645,HP,0 a 20m,0 a 5º,0 a 10%,Baixa,7.1,0.5,6.0
8058618322,-8.1091763,-34.952473,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,19.8,0.4,62.0
8018365921,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,9.6,0.3,7.0
8056967022,-8.1189904,-34.9499022,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,12.7,1.0,74.0
8063611322,-8.0129373,-34.9153481,A2,20 a 100m,10 a 30º,0 a 60%,Media,14.2,0.3,53.0
8054711922,-8.024709,-34.9618913,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,4.1,0.0,9.0
8059960722,-8.0169824,-34.9098584,A2,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.0,19.0
8061194622,-8.0173807,-34.9114845,A2,20 a 100m,10 a 30º,0 a 60%,Media,26.5,0.3,26.0
8048410221,-8.1159315,-34.9516737,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,7.1,0.2,70.0
8048339621,-8.1201435,-34.9481428,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,7.1,0.3,74.0
8074306222,-8.034158,-34.9727555,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,15.2,0.7,57.0
8057425722,-8.1362718,-34.9490785,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.5,38.0
8062433422,-8.0373292,-34.9808214,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,7.4,0.4,85.0
8062154822,-8.0377726,-34.9811379,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,0.9,0.0,78.0
8059867722,-8.033155,-34.976574,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,2.9,0.0,67.0
8055625922,-8.120059,-34.9503909,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,5.2,38.0
8061072822,-8.0395197,-34.9656847,PV1,0 a 40m,0 a 5º,0 a 15%,Baixa,26.5,1.1,16.0
8060419422,-8.0335044,-34.98087890000001,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,2.3,0.4,73.0
8060382322,-8.0345211,-34.9750166,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,2.3,0.4,50.0
8070812022,-8.0389789,-34.9672005,PV1,20 a 100m,10 a 30º,0 a 60%,Media,49.1,1.5,18.0
8066370722,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,21.9,0.4,20.0
8060944122,-8.0173807,-34.9114845,A2,20 a 100m,10 a 30º,0 a 60%,Media,26.5,1.5,26.0
8066368222,-8.037065199999999,-34.9738702,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,21.9,0.4,65.0
8070723822,-8.0317103,-34.9740111,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,49.1,1.6,60.0
8069707222,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,15.6,0.8,20.0
8072218922,-8.013817,-34.9071245,A2,20 a 100m,10 a 30º,0 a 60%,Media,1.5,0.0,35.0
8058424422,-8.0322588,-34.9927522,PV1,20 a 100m,5 a 30º,0 a 60%,Baixa,19.8,3.1,32.0
8055660922,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,83.0,4.8,7.0
8068450822,-8.0151979,-34.908531,A2,20 a 100m,10 a 30º,0 a 60%,Alta,1.2,0.2,42.0
8068452022,-8.0151979,-34.908531,A2,20 a 100m,10 a 30º,0 a 60%,Alta,1.2,0.2,42.0
8058316722,-8.0329234,-34.9930141,PV1,20 a 100m,5 a 30º,0 a 60%,Baixa,19.8,6.1,32.0
8056253822,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,83.0,0.2,20.0
8066626122,-8.010461099999999,-34.9221278,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.6,0.2,63.0
8056102022,-8.0394525,-34.9794127,PV1,20 a 100m,10 a 30º,0 a 60%,Media,83.0,0.6,78.0
8048386421,-8.120059,-34.9503909,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,7.1,0.2,38.0
8057344722,-8.110340299999999,-34.9496304,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,12.7,0.9,50.0
8058380722,-8.1182384,-34.9584787,PV1,20 a 100m,10 a 30º,0 a 60%,Media,19.8,3.1,28.0
8055865022,-8.0395197,-34.9656847,PV1,0 a 40m,0 a 5º,0 a 15%,Baixa,83.0,3.5,16.0
8055947622,-8.0173807,-34.9114845,A2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,2.8,26.0
8043413321,-8.1060436,-34.9491178,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,19.0,1.1,39.0
8043411021,-8.1371571,-34.9523896,A2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,1.0,25.0
8056883122,-8.0269664,-34.9636027,LVd2,0 a 40m,0 a 5º,0 a 15%,Media,35.6,0.0,22.0
8055919222,-8.008493,-34.9107965,URBANO,0 a 40m,0 a 5º,0 a 15%,Media,83.0,5.2,48.0
8055907422,-8.01548,-34.9142525,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,83.0,5.2,36.0
8057309722,-8.122821499999999,-34.9512492,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.9,33.0
8056461022,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,35.6,0.3,20.0
8055899122,-8.01548,-34.9142525,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,83.0,5.2,36.0
8043395521,-8.1233915,-34.9551064,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.6,57.0
8055819822,-8.0395197,-34.9656847,PV1,0 a 40m,0 a 5º,0 a 15%,Baixa,83.0,7.5,16.0
8053335322,-8.0374812,-34.9795011,PV1,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.2,85.0
8052583322,-8.0128763,-34.9125296,A2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,1.3,55.0
8053813222,-8.0338655,-34.975693,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.2,50.0
8043390321,-8.1122054,-34.9461591,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.6,39.0
8054321622,-8.039026699999999,-34.9784997,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,4.1,0.1,51.0
8056877122,-8.122598,-34.9507296,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,35.6,0.0,33.0
8052479122,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,27.7,1.4,20.0
8053352522,-8.0137189,-34.9102875,A2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.2,46.0
8052509822,-8.0157443,-34.9130452,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,27.7,0.6,36.0
8054297822,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,4.1,0.2,20.0
8053246022,-8.011779500000001,-34.9117107,A2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.2,57.0
8056439422,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,35.6,0.3,20.0
8054772822,-8.0094534,-34.9122428,A2,20 a 100m,10 a 30º,0 a 60%,Media,4.1,0.0,48.0
8052900922,-8.024887999999999,-34.9644211,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.5,32.0
8053027722,-8.0415994,-34.9397468,URBANO,0 a 20m,0 a 5º,0 a 10%,Baixa,20.2,1.5,13.0
8055951322,-8.107243,-34.95664000000001,PV1,20 a 100m,10 a 30º,0 a 60%,Media,83.0,2.8,38.0
8055763222,-8.0326591,-34.9746255,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,8.0,60.0
8052790922,-8.0578381,-34.8828969,URBANO,0 a 20m,0 a 5º,0 a 10%,Baixa,29.7,1.9,11.0
8053646922,-8.0094534,-34.9122428,A2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.7,48.0
8052770822,-8.032762,-34.974644,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.5,60.0
8055747722,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,83.0,8.0,20.0
8055727622,-8.0317775,-34.9767303,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,8.0,67.0
8000319322,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,3.0,0.3,7.0
8055705222,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,83.0,7.9,20.0
8056357822,-8.0361388,-34.9718646,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,35.6,5.2,51.0
8056559022,-8.1188869,-34.9461656,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,35.6,0.0,82.0
8056675022,-8.1172112,-34.9585845,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,35.6,0.0,28.0
8059162322,-8.0395747,-34.9611792,A2,20 a 100m,10 a 30º,0 a 60%,Alta,19.8,0.0,41.0
8043385021,-8.1206678,-34.9451423,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,17.8,0.6,49.0
8059125022,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,19.8,0.0,20.0
8057635122,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,12.7,1.0,20.0
8040165722,-8.0403899,-34.9639568,A2,20 a 100m,10 a 30º,0 a 60%,Media,13.0,2.5,32.0
8043393022,-8.010461099999999,-34.9221278,A2,20 a 100m,10 a 30º,0 a 60%,Media,7.0,0.0,63.0
8031450422,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,2.1,0.0,20.0
8052706822,-8.0138091,-34.9109214,A2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.5,65.0
8052650222,-8.0131948,-34.9148128,A2,20 a 100m,10 a 30º,0 a 60%,Media,20.2,0.5,53.0
8030919922,-8.0374812,-34.9795011,PV1,20 a 100m,10 a 30º,0 a 60%,Media,5.2,0.4,85.0
8027710522,-8.0241024,-34.9646256,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.1,0.3,52.0
8027558922,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,19.1,0.3,20.0
8027547722,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,19.1,0.3,20.0
8064025022,-8.0091457,-34.9340433,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,14.2,0.0,37.0
8021747422,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,2.3,0.2,20.0
8027477922,-8.023897999999999,-34.9664998,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.1,0.5,52.0
8055593022,-8.1107391,-34.9478801,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,83.0,8.3,39.0
8034473522,-8.0165425,-34.9101839,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,1.8,0.1,42.0
8062995222,-8.010766199999999,-34.9348249,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,7.4,1.0,20.0
8021275522,-8.0326894,-34.9764401,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,30.3,1.1,67.0
8056866022,-8.1225106,-34.9531019,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,35.6,0.0,69.0
8005099122,-8.030393499999999,-34.9777084,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,4.2,0.0,85.0
8034487622,-8.0114639,-34.914992,A2,20 a 100m,10 a 30º,0 a 60%,Media,1.8,0.1,68.0
8113538421,-8.0483995,-34.9590902,A2,0 a 20m,0 a 5º,0 a 10%,Baixa,7.7,0.3,20.0
8043381421,-8.1105568,-34.93699350000001,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa,17.8,0.6,7.0
8111318721,-8.0325007,-34.9777932,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,8.6,0.5,79.0
8060076022,-8.0091457,-34.9340433,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,2.9,0.0,37.0
8061144922,-8.0065768,-34.9355017,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa,26.5,0.3,25.0
8069785521,-8.0396184,-34.96170800000001,A2,20 a 100m,10 a 30º,0 a 60%,Media,15.9,1.0,24.0
8059721222,-7.9992265,-34.9375897,LVd4,20 a 100m,10 a 30º,0 a 60%,Alta,2.9,0.3,42.0
8055591722,-8.1141188,-34.9590087,PV1,20 a 100m,10 a 30º,0 a 60%,Media,83.0,8.3,38.0
8021472522,-8.0134924,-34.9126903,A2,20 a 100m,10 a 30º,0 a 60%,Media,4.3,0.1,55.0
8057286722,-8.120788,-34.9570468,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,12.7,0.6,81.0
8061077022,-8.0084421,-34.9343916,A2,20 a 100m,10 a 30º,0 a 60%,Media,26.5,1.1,37.0
8071822022,-8.008904,-34.934361,A2,20 a 100m,10 a 30º,0 a 60%,Media,0.8,0.0,37.0
8027749922,-8.0152655,-34.9124229,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,19.1,0.3,45.0
8004723322,-8.1208537,-34.9395867,LVd2,20 a 100m,10 a 30º,0 a 60%,Alta,11.0,1.6,76.0
8061029522,-8.0084187,-34.9347343,A2,20 a 100m,10 a 30º,0 a 60%,Media,26.5,4.6,37.0
8075570522,-7.999875899999998,-34.9138415,LVd4,20 a 100m,10 a 30º,0 a 60%,Media,23.3,3.1,69.0
8069170021,-8.0240948,-34.9669424,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,10.8,0.1,31.0
8044152921,-8.126430299999999,-34.9477667,LVd2,20 a 100m,10 a 30º,0 a 60%,Media,19.0,0.8,47.0
8075176522,-8.0010969,-34.9170663,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa,23.2,0.9,32.0
8062037122,-8.0106476,-34.9346405,A2,20 a 100m,10 a 30º,0 a 60%,Baixa,0.9,0.3,20.0
8071091721,-8.0317136,-34.9786872,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa,7.3,0.6,79.0
8056269122,-8.110025799999999,-34.9567032,PV1,20 a 100m,10 a 30º,0 a 60%,Media,83.0,0.2,58.0
8066517822,-8.006704599999999,-34.937075,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa,21.9,0.0,25.0
8056156222,-8.1249267,-34.936304,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa,83.0,0.4,26.0
