solicitacao_bairro,processo_ocorrencia,confirmado,latitude,longitude,rain_hour,rain_day,altitude,ground_type,danger_level,flooding_risk,ground_amplitude,filtered_ocorrencia
36,1,0,-7.9974518,-34.9108119,0.0,0.0,55.0,5,2,3,3,0
64,6,1,-7.9966528,-34.9325665,0.0,0.0,72.0,5,2,3,3,1
45,14,0,-8.1276016,-34.9449055,0.4,17.0,35.0,4,2,3,3,0
35,9,0,-8.0126963,-34.9523302,0.5,5.1,24.0,0,1,3,3,0
45,6,1,-8.1231298,-34.9413573,0.0,27.0,70.0,4,1,3,3,1
87,6,1,-8.0158965,-34.920902,1.3,16.1,37.0,0,1,3,3,1
55,12,0,-8.1335033,-34.9453332,3.4,59.0,65.0,4,2,3,3,0
67,6,1,-7.9840705,-34.9282904,0.0,146.0,41.0,5,0,3,3,1
2,9,0,-8.0182322,-34.9112538,0.0,0.0,26.0,7,1,3,3,0
55,9,0,-8.1382723,-34.9336442,0.0,101.0,38.0,4,2,3,3,1
64,6,1,-7.9972381,-34.9303751,6.8,101.0,41.0,5,2,3,3,1
67,9,0,-7.9866233,-34.9287523,0.2,0.7,47.0,5,2,3,3,1
2,9,0,-8.0157479,-34.8947172,0.0,6.0,42.0,7,2,3,3,1
43,6,1,-7.9955574,-34.9545086,0.3,5.1,61.0,5,0,3,3,1
64,9,0,-8.0011878,-34.9356901,5.7,26.0,82.0,5,2,3,3,0
67,6,1,-8.1114828,-34.9615055,4.8,80.2,64.0,6,3,3,4,1
8,8,0,-8.0990873,-34.9367776,0.5,15.7,10.0,2,1,2,0,0
67,12,0,-7.9884804,-34.9235187,0.0,0.0,40.0,5,1,3,3,0
55,6,1,-8.1340722,-34.9423642,1.6,32.0,70.0,4,2,3,3,1
2,9,0,-8.0131764,-34.9011715,0.0,0.6,30.0,0,1,3,3,1
64,1,0,-8.0032286,-34.9295678,0.5,8.1,63.0,5,2,3,3,0
10,6,1,-8.0878214,-34.9433926,0.0,8.0,18.0,7,1,3,2,1
45,6,1,-8.1088374,-34.9519455,0.0,6.0,50.0,6,2,3,3,1
31,6,1,-8.0926511,-34.9645834,0.0,20.0,20.0,7,1,0,3,1
5,6,1,-8.0212968,-34.9081116,8.6,59.0,44.0,7,2,3,3,1
81,9,0,-8.0869251,-34.9551063,0.0,2.0,26.0,6,1,3,2,0
27,6,1,-8.0034927,-34.9369568,0.4,20.9,57.0,5,2,3,3,1
64,9,0,-7.9972381,-34.9303751,0.0,0.0,41.0,5,2,3,3,1
46,9,0,-8.115347,-34.9395928,0.0,1.0,14.0,4,1,0,1,0
52,0,0,-8.0286293,-34.9410443,4.8,80.2,7.0,0,1,0,1,0
24,12,0,-8.0269935,-34.9188861,0.0,9.0,30.0,0,1,3,3,0
67,9,0,-7.9859504,-34.9173068,0.4,21.1,30.0,5,1,0,1,0
17,6,1,-7.9915041,-34.931161,0.0,16.0,33.0,5,1,3,3,1
57,9,0,-8.0101351,-34.9351472,0.0,1.0,37.0,0,2,3,3,1
17,6,1,-7.9930052,-34.9322037,0.5,20.1,67.0,5,2,3,3,1
39,9,0,-8.0437622,-34.8900401,0.0,15.0,10.0,7,1,0,0,0
64,9,0,-7.9976932,-34.9323076,0.0,0.0,72.0,5,2,3,3,0
35,6,1,-8.0156148,-34.9564053,15.0,84.0,17.0,0,2,3,1,1
36,9,0,-7.988553550000001,-34.92232574738948,9.0,107.0,30.0,5,1,3,3,1
36,1,0,-8.0039497,-34.9071546,6.2,60.0,52.0,7,2,3,3,0
45,9,0,-8.1118187,-34.9442267,0.5,20.9,22.0,4,1,3,3,0
24,9,0,-8.0246343,-34.917753,0.0,12.0,15.0,0,1,3,3,1
43,1,0,-7.9643913,-34.9243226,0.0,4.5,81.0,5,1,3,3,0
46,6,1,-8.1136164,-34.9447263,0.0,5.1,17.0,4,1,3,3,1
45,4,0,-8.107540199999999,-34.949931520289695,0.0,9.8,35.0,6,2,3,3,0
31,8,0,-8.0878287,-34.9682585,0.0,2.9,14.0,6,2,3,3,0
36,4,0,-8.0044956,-34.9066946,4.0,84.0,35.0,7,0,3,3,0
64,6,1,-7.9999177,-34.9269306,0.0,8.0,66.0,5,2,3,3,1
56,6,1,-8.0078701,-34.9014093,0.0,16.0,28.0,7,1,3,3,1
45,9,0,-8.1192829,-34.9522759,0.9,11.1,71.0,4,2,3,3,1
87,6,1,-8.0065407,-34.9219718,0.0,20.0,58.0,5,2,3,3,1
86,1,0,-8.0350604,-34.9600739,45.6,146.0,24.0,0,1,3,3,0
67,6,1,-8.1114828,-34.9615055,3.8,81.0,64.0,6,3,3,4,1
36,6,1,-7.9972647,-34.9200114,0.2,29.0,71.0,5,2,3,3,1
35,6,1,-8.0141058,-34.9600504,6.3,80.2,18.0,0,2,3,3,1
12,9,0,-8.1376023,-34.9080921,0.0,3.0,8.0,2,1,0,1,0
45,9,0,-8.1243469,-34.9504689,0.0,13.9,32.0,4,1,3,1,1
9,9,0,-8.0244134,-34.8948473,0.0,2.8,10.0,7,1,0,0,0
64,6,1,-7.9992462,-34.9329646,0.0,1.0,43.0,5,1,3,3,1
26,0,0,-8.0303613,-34.949151,0.0,9.8,15.0,0,1,0,1,0
36,12,0,-7.9969071,-34.9217767,0.0,1.0,33.0,5,1,3,3,0
64,1,0,-8.0101515,-34.9240808,0.1,4.5,66.0,0,2,3,3,0
45,6,1,-8.1215437,-34.9495186,0.6,68.0,42.0,4,0,3,3,1
46,9,0,-8.1136164,-34.9447263,1.9,40.2,17.0,4,1,3,3,0
4,6,1,-8.0129991,-34.9127978,13.8,146.0,55.0,0,2,3,3,1
87,12,0,-8.1111283,-34.9625845,0.0,7.0,86.0,6,3,3,4,0
14,12,0,-8.0192113,-34.9064291,0.0,3.6,17.0,7,2,3,3,0
36,6,1,-8.0006874,-34.9132482,0.2,1.0,55.0,5,2,3,3,1
87,6,1,-8.0135274,-34.9222595,0.1,3.8,55.0,0,2,3,3,1
55,6,1,-8.1340722,-34.9423642,3.2,66.0,70.0,4,2,3,3,1
27,12,0,-7.9991196,-34.9379973,0.0,2.0,42.0,5,0,3,3,0
86,9,0,-8.02377775,-34.96467022239024,0.1,16.1,52.0,4,2,3,3,0
64,1,0,-8.0044842,-34.9257202,0.6,11.1,63.0,5,2,3,3,0
64,6,1,-7.9969967,-34.9304818,1.4,81.0,41.0,5,2,3,3,1
35,1,0,-8.0126963,-34.9523302,0.4,35.0,24.0,0,1,3,3,0
17,6,1,-7.9933805,-34.9294712,0.0,49.0,41.0,5,2,3,3,1
36,1,0,-8.000652850000002,-34.915896439373704,0.0,3.0,36.0,5,2,3,3,0
46,12,0,-8.1137514,-34.9415935,0.0,8.0,11.0,4,1,2,0,0
87,6,1,-8.1111283,-34.9625845,0.2,30.0,86.0,6,3,3,4,1
52,9,0,-8.041388,-34.9388779,0.2,2.0,12.0,7,1,0,0,0
35,6,1,-8.0193199,-34.9569703,2.0,2.0,20.0,0,1,3,3,1
40,9,0,-8.0875479,-34.9301337,0.3,8.7,16.0,7,1,2,0,0
54,9,0,-8.0871416,-34.9246104,0.6,11.1,7.0,7,1,0,1,0
45,2,0,-8.107671,-34.9571516,0.0,0.1,38.0,6,1,3,3,0
35,9,0,-8.0110993,-34.9585766,0.0,0.0,18.0,0,2,3,3,0
7,9,0,-8.0169868,-34.9409176,0.0,0.0,25.0,0,2,3,3,0
45,9,0,-8.1216495,-34.9471521,0.0,0.0,73.0,4,1,3,3,0
55,6,1,-8.1267273,-34.9425433,0.2,31.0,54.0,4,1,3,3,1
64,1,0,-8.0002578,-34.9232616,,,32.0,5,1,3,3,0
78,9,0,-8.0695144,-34.8844662,0.4,0.0,8.0,1,1,0,0,0
45,9,0,-8.1242118,-34.9462927,1.1,26.0,77.0,4,2,3,3,0
43,6,1,-7.9967245,-34.9374488,1.4,107.0,59.0,5,2,3,3,1
26,0,0,-8.0287328,-34.9587093,0.0,25.0,12.0,0,1,0,1,0
64,12,0,-8.0002578,-34.9232616,0.1,3.0,32.0,5,1,3,3,0
64,6,1,-7.9999358,-34.9268208,4.6,26.0,66.0,5,2,3,3,1
55,9,0,-8.1312646,-34.9374056,0.0,11.0,34.0,4,2,3,3,1
32,9,0,-8.0492361,-34.9331969,,,12.0,7,1,0,0,0
86,9,0,-8.0394494,-34.9791585,0.4,123.0,51.0,6,2,3,3,1
45,6,1,-8.1190539,-34.9478162,1.2,21.1,82.0,4,2,3,3,1
53,2,0,-8.0802006,-34.9427556,0.0,3.0,10.0,2,1,0,0,0
87,6,1,-8.011774,-34.919054,0.0,1.7,40.0,0,2,3,3,1
17,1,0,-7.994818,-34.9301553,1.0,107.0,79.0,5,2,3,3,0
45,6,1,-8.1322687,-34.9537333,2.3,14.7,41.0,4,1,3,3,1
75,9,0,-8.0874357,-34.9620155,0.0,0.0,26.0,7,1,3,2,0
45,1,0,-8.116954549999999,-34.95209736849097,0.1,4.1,69.0,4,2,3,3,0
67,9,0,-7.9907608,-34.9270968,0.2,21.0,31.0,5,2,3,3,1
35,1,0,-8.0095295,-34.9529667,0.5,2.7,28.0,0,2,3,3,0
64,6,1,-8.0018732,-34.9294875,3.6,133.0,35.0,5,1,3,3,1
55,9,0,-8.1364519,-34.935118,1.0,11.1,51.0,4,2,3,3,1
64,6,1,-7.9999177,-34.9269306,0.2,5.1,66.0,5,2,3,3,1
11,9,0,-8.0054998,-34.8980809,0.0,9.0,20.0,5,1,3,3,0
17,14,0,-7.9930052,-34.9322037,0.2,31.0,67.0,5,2,3,3,0
86,1,0,-8.0305158,-34.9776351,0.2,12.0,85.0,4,2,3,3,0
35,9,0,-8.0191031,-34.9555913,0.0,0.0,27.0,0,1,3,3,0
64,12,0,-8.0015526,-34.9332632,0.0,40.2,50.0,5,2,3,3,0
55,6,1,-8.1276205,-34.9341832,2.0,61.0,28.0,4,1,1,0,1
8,9,0,-8.0941474,-34.9284115,0.0,1.2,13.0,2,1,2,0,0
69,9,0,-8.0962938,-34.8880157,0.7,4.3,8.0,2,1,0,0,0
45,1,0,-8.126419,-34.9412428,1.5,20.7,41.0,4,2,3,3,0
64,6,1,-8.0069178,-34.9273157,0.0,92.0,47.0,5,1,3,3,1
45,9,0,-8.107671,-34.9571516,0.1,0.1,38.0,6,1,3,3,1
82,9,0,-8.0451634,-34.9106629,0.0,0.0,15.0,1,1,2,0,0
45,9,0,-8.1281018,-34.9579982,0.2,80.2,44.0,0,1,3,3,0
10,9,0,-8.1064605,-34.9616634,0.0,1.0,49.0,6,2,3,3,0
4,12,0,-8.0192113,-34.9064291,0.0,0.0,17.0,7,2,3,3,0
45,6,1,-8.1224062,-34.9379695,0.0,28.5,41.0,4,2,3,3,1
86,6,1,-8.0335932,-34.9805271,0.0,0.0,73.0,6,1,3,3,1
81,9,0,-8.0896847,-34.961307,0.2,5.1,13.0,7,1,0,1,0
67,6,1,-7.981645,-34.9300907,0.0,81.0,61.0,5,2,3,3,1
45,9,0,-8.120419,-34.9560682,0.5,5.1,85.0,4,1,3,3,0
31,6,1,-8.0917399,-34.9657259,0.0,0.0,53.0,7,3,3,4,1
6,9,0,-8.0129107,-34.9050806,5.7,26.0,59.0,0,2,3,3,0
45,1,0,-8.1176738,-34.9532886,0.0,2.0,69.0,4,2,3,3,0
64,6,1,-7.9992462,-34.9329646,0.0,14.0,43.0,5,1,3,3,1
66,1,0,-8.0352504,-34.9106871,0.0,6.0,13.0,7,1,0,0,0
14,9,0,-8.0200089,-34.9032583,0.0,0.4,14.0,7,1,3,3,0
87,9,0,-8.1111283,-34.9625845,0.0,66.0,86.0,6,3,3,4,0
45,6,1,-8.1267092,-34.9467201,0.0,1.0,47.0,4,1,3,3,1
55,12,0,-8.1312646,-34.9374056,0.0,0.0,34.0,4,2,3,3,0
55,1,0,-8.1364519,-34.935118,0.0,19.0,51.0,4,2,3,3,0
43,1,0,-7.9956409,-34.9358638,0.0,0.0,53.0,5,1,3,3,0
51,9,0,-8.1099452,-34.9207222,0.0,2.0,7.0,2,1,2,0,0
2,9,0,-8.0121353,-34.902964,1.4,13.0,52.0,7,1,3,3,1
45,1,0,-8.1222117,-34.9553096,2.3,11.5,80.0,4,2,3,3,0
75,9,0,-8.0859181,-34.9649435,0.0,0.0,18.0,6,1,3,2,0
54,12,0,-8.0891412,-34.922065,,,5.0,7,1,0,1,0
56,1,0,-8.0080906,-34.9078692,12.4,146.0,15.0,7,1,3,1,0
55,9,0,-8.1312646,-34.9374056,0.0,35.0,34.0,4,2,3,3,1
24,9,0,-8.0265721,-34.9266005,0.6,30.0,37.0,1,2,3,3,0
64,6,1,-8.0014099,-34.931535,15.0,84.0,50.0,5,1,3,3,1
86,9,0,-8.0344251,-34.9606292,0.0,0.0,12.0,0,2,3,3,0
4,6,1,-8.0143973,-34.913789,0.0,0.0,55.0,0,1,3,3,1
87,12,0,-8.011774,-34.919054,0.0,14.0,40.0,0,2,3,3,0
64,9,0,-8.0044842,-34.9257202,0.0,2.0,63.0,5,2,3,3,1
55,1,0,-8.1340722,-34.9423642,14.0,66.0,70.0,4,2,3,3,0
36,6,1,-7.9965093,-34.9208627,1.2,16.1,33.0,5,2,3,3,1
36,9,0,-7.9972647,-34.9200114,0.6,16.0,71.0,5,2,3,3,1
56,6,1,-8.0163601,-34.9068367,18.6,69.0,28.0,0,2,3,3,1
45,9,0,-8.125534,-34.9570715,0.0,0.0,43.0,0,2,3,3,0
29,9,0,-8.0676156,-34.88852838358956,0.0,3.0,9.0,1,1,0,0,0
45,9,0,-8.1287397,-34.948123,0.1,1.5,21.0,4,2,3,3,0
2,6,1,-8.011797,-34.9013556,15.8,133.0,57.0,7,2,3,3,1
55,9,0,-8.1381785,-34.9321689,0.0,11.0,30.0,4,2,3,3,0
2,2,0,-8.0121353,-34.902964,0.3,1.5,52.0,7,1,3,3,0
36,1,0,-7.9920682,-34.9179686,0.4,20.7,24.0,5,1,3,3,0
87,9,0,-8.0090992,-34.9164552,0.0,0.1,64.0,0,2,3,3,1
87,9,0,-8.0207332,-34.9217363,0.0,16.1,19.0,0,1,3,3,0
36,6,1,-7.9917412,-34.9174881,0.0,59.0,24.0,5,1,3,3,1
12,9,0,-8.1265454,-34.9013508,0.0,0.0,6.0,2,1,0,0,0
36,1,0,-8.0052007,-34.9097818,1.0,8.0,43.0,7,2,3,3,0
67,1,0,-7.9816228,-34.9163043,0.0,22.0,30.0,5,2,3,3,0
64,6,1,-8.006648,-34.9270641,0.0,17.0,47.0,5,2,3,3,1
25,1,0,-8.0375378,-34.9191494,0.0,0.0,14.0,1,1,0,0,0
4,6,1,-8.0129991,-34.9127978,3.2,107.0,55.0,0,2,3,3,1
2,6,1,-8.0202046,-34.8965706,0.0,8.0,21.0,7,1,3,3,1
57,9,0,-8.0079875,-34.9325393,0.0,0.0,31.0,5,1,3,3,0
36,6,1,-7.988553550000001,-34.92232574738948,8.0,80.2,30.0,5,1,3,3,1
84,9,0,-8.0607993,-34.9338787,0.0,8.0,11.0,2,1,0,0,0
21,0,0,-8.0090314,-34.883291,1.2,31.4,8.0,5,1,0,1,0
64,6,1,-7.9999358,-34.9268208,1.5,20.7,66.0,5,2,3,3,1
45,9,0,-8.107671,-34.9571516,0.3,16.1,38.0,6,1,3,3,1
64,6,1,-8.0044842,-34.9257202,1.4,9.0,63.0,5,2,3,3,1
87,9,0,-8.0207332,-34.9217363,1.0,65.0,19.0,0,1,3,3,1
55,9,0,-8.0078701,-34.9014093,0.0,1.0,28.0,7,1,3,3,0
45,9,0,-8.1136582,-34.9564617,0.2,6.0,74.0,6,1,3,3,1
36,1,0,-8.0026589,-34.9068032,0.0,28.0,52.0,5,2,3,3,0
75,9,0,-8.083576,-34.9659254,0.0,5.0,25.0,6,1,3,2,1
71,9,0,-8.0598858,-34.9139126,0.1,2.3,5.0,7,1,0,0,0
53,6,1,-8.0662752,-34.9362607,0.0,0.0,8.0,2,1,0,0,1
67,6,1,-8.1114828,-34.9615055,3.2,61.0,64.0,6,3,3,4,1
87,9,0,-8.0120658,-34.9209227,0.0,1.0,63.0,0,1,3,3,0
36,6,1,-7.9920682,-34.9179686,0.0,25.0,24.0,5,1,3,3,1
36,6,1,-8.0048196,-34.9065243,1.8,35.0,35.0,7,2,3,3,1
36,11,0,-8.0044956,-34.9066946,0.0,0.0,35.0,7,0,3,3,0
87,9,0,-8.0120658,-34.9209227,0.0,2.0,63.0,0,1,3,3,0
56,6,1,-8.0056743,-34.8994827,0.0,3.0,20.0,7,2,3,3,1
28,9,0,-8.0448012,-34.9460667,0.0,10.0,15.0,0,1,0,0,0
52,9,0,-8.0352621,-34.9402023,0.2,44.0,11.0,0,1,0,0,0
45,6,1,-8.1158841,-34.9520235,0.0,0.0,70.0,4,2,3,3,1
4,11,0,-8.0129991,-34.9127978,0.0,15.0,55.0,0,2,3,3,0
45,9,0,-8.1340517,-34.955577,0.0,0.6,37.0,0,1,3,3,0
53,12,0,-8.0662752,-34.9362607,0.0,3.0,8.0,2,1,0,0,0
13,9,0,-8.062383749999999,-34.89139260425151,,,9.0,1,1,0,0,0
24,1,0,-8.0246343,-34.917753,0.1,1.8,15.0,0,1,3,3,0
21,0,0,-8.012896,-34.8833361,0.0,12.0,15.0,5,1,3,3,0
85,1,0,-8.0830106,-34.971072,0.8,6.0,38.0,6,1,3,3,0
35,9,0,-8.0110993,-34.9585766,0.0,0.0,18.0,0,2,3,3,0
12,9,0,-8.1145178,-34.8936552,0.0,1.0,12.0,2,1,0,0,0
36,9,0,-7.9974518,-34.9108119,0.0,0.0,55.0,5,2,3,3,1
4,6,1,-8.0143973,-34.913789,2.0,53.0,55.0,0,1,3,3,1
75,9,0,-8.0845465,-34.9617066,0.0,0.0,22.0,6,1,3,2,0
12,9,0,-8.1347875,-34.9049298,0.0,0.0,8.0,2,1,0,0,0
64,6,1,-7.9992462,-34.9329646,0.0,75.0,43.0,5,1,3,3,1
56,12,0,-8.0056743,-34.8994827,0.0,0.0,20.0,7,2,3,3,0
14,12,0,-8.0143043,-34.9094211,0.1,2.4,46.0,0,2,3,3,0
86,9,0,-8.0253944,-34.9654846,0.6,14.0,28.0,4,1,3,3,0
81,9,0,-8.0914269,-34.962568,0.0,9.8,16.0,7,1,0,1,0
87,9,0,-8.0052505,-34.9217532,0.2,16.0,47.0,5,2,3,3,1
87,1,0,-8.0093876,-34.9226357,0.1,1.1,59.0,0,2,3,3,0
88,1,0,-8.05624,-34.9176389,0.0,2.0,10.0,7,1,0,0,0
45,6,1,-8.1229324,-34.9575658,0.0,0.0,65.0,4,2,3,3,1
36,6,1,-7.9989151,-34.9139459,1.0,11.1,69.0,5,2,3,3,1
45,9,0,-8.1193088,-34.9583164,0.2,1.0,81.0,6,0,3,3,0
12,9,0,-8.1169559,-34.8957441,0.0,0.0,13.0,2,1,0,0,0
86,1,0,-8.0242197,-34.9633992,0.4,24.0,32.0,4,2,3,3,0
17,6,1,-7.9933459,-34.9307728,0.0,5.0,41.0,5,2,3,3,1
4,6,1,-8.0074082,-34.9122948,15.2,81.0,22.0,7,1,3,1,1
56,6,1,-7.999990950000001,-34.922825234477614,8.6,98.0,23.0,5,1,3,3,1
36,9,0,-8.0037213,-34.9143027,0.0,1.0,58.0,5,2,3,3,0
86,12,0,-8.0375278,-34.9526308,1.8,24.0,13.0,0,1,0,0,0
55,6,1,-8.1312646,-34.9374056,3.1,21.1,34.0,4,2,3,3,1
64,12,0,-8.0013722,-34.9289837,0.0,46.0,68.0,5,1,3,3,0
67,1,0,-7.9866233,-34.9287523,0.9,7.4,47.0,5,2,3,3,0
56,6,1,-8.0090621,-34.9046508,0.6,16.1,28.0,7,2,3,3,1
42,9,0,-8.0497327,-34.9025761,0.0,0.0,29.0,7,1,0,0,0
45,6,1,-8.107540199999999,-34.949931520289695,0.0,26.9,35.0,6,2,3,3,1
64,6,1,-8.004216,-34.9280182,0.0,21.1,63.0,5,0,3,3,1
45,11,0,-8.1204262,-34.9575504,4.8,10.0,81.0,4,2,3,3,0
52,9,0,-8.0336013,-34.9278902,1.6,10.0,13.0,0,1,0,1,0
11,0,0,-8.0070244,-34.8883412,0.0,12.0,12.0,5,1,3,3,0
12,9,0,-8.1367866,-34.9145648,0.0,1.0,13.0,2,1,0,0,0
69,9,0,-8.0941873,-34.8887151,0.0,0.0,5.0,2,1,0,1,0
56,6,1,-8.0080906,-34.9078692,10.2,15.0,15.0,7,1,3,1,1
12,9,0,-8.1234524,-34.914785,0.0,21.1,12.0,2,1,0,0,0
36,6,1,-8.0008105,-34.9082081,5.0,68.0,51.0,5,2,3,3,1
57,1,0,-8.0071599,-34.9318866,0.0,2.0,31.0,5,2,3,3,0
55,9,0,-8.1312646,-34.9374056,0.0,2.5,34.0,4,2,3,3,0
42,9,0,-8.0487009,-34.902572,0.5,20.7,29.0,7,1,0,0,0
2,6,1,-8.0094969,-34.8949184,0.8,3.6,45.0,7,2,3,3,1
11,2,0,-8.0032615,-34.8977439,1.7,15.7,10.0,5,1,3,3,0
50,9,0,-8.1118439,-34.9151461,0.2,0.0,7.0,2,1,0,0,0
64,6,1,-7.9982989,-34.9276359,,,32.0,5,0,3,3,1
86,9,0,-8.0363871,-34.9713546,0.0,6.0,51.0,4,2,3,3,0
17,12,0,-8.0142691,-34.9241833,0.0,44.0,72.0,0,2,3,3,0
36,6,1,-7.9887411,-34.9170027,0.0,10.0,27.0,5,1,0,1,1
36,6,1,-8.000652850000002,-34.915896439373704,17.4,146.0,36.0,5,2,3,3,1
67,6,1,-7.9866233,-34.9287523,0.4,8.2,47.0,5,2,3,3,1
35,6,1,-8.0133304,-34.9585953,1.8,20.7,18.0,0,1,3,1,1
22,1,0,-8.0175445,-34.8828387,1.0,12.8,10.0,5,1,0,0,0
57,9,0,-8.0076603,-34.93352,0.5,16.1,42.0,5,2,3,3,1
35,12,0,-8.0121051,-34.9513909,0.4,6.0,34.0,0,2,3,3,0
86,12,0,-8.037326,-34.9761745,0.4,7.0,79.0,6,1,3,3,0
65,6,1,-8.0026772,-34.9246986,0.5,20.7,36.0,5,0,3,3,1
87,12,0,-8.0195461,-34.9248245,0.0,0.3,18.0,0,1,3,3,0
14,6,1,-8.0200089,-34.9032583,0.0,0.0,14.0,7,1,3,3,1
45,9,0,-8.1181962,-34.9495208,3.1,40.2,50.0,4,2,3,3,1
87,1,0,-8.0101808,-34.9172477,2.0,8.0,41.0,0,2,3,3,0
45,12,0,-8.107540199999999,-34.949931520289695,0.0,92.0,35.0,6,2,3,3,0
9,10,0,-8.0245742,-34.8868951,0.0,1.0,9.0,7,1,0,0,0
74,9,0,-8.0740691,-34.9291116,0.0,1.0,10.0,2,1,0,0,0
81,6,1,-8.0869654,-34.9471453,1.8,26.9,15.0,6,1,1,1,1
54,9,0,-8.0875245,-34.9245208,0.0,2.9,5.0,7,1,0,1,0
87,11,0,-8.0091928,-34.9183702,0.4,1.0,41.0,0,2,3,3,0
12,9,0,-8.1342365,-34.9061522,0.0,3.0,8.0,2,1,0,0,0
64,12,0,-7.9951706,-34.9313562,0.0,13.0,49.0,5,2,3,3,0
85,9,0,-8.081921,-34.968953,,,23.0,6,1,3,2,0
2,11,0,-8.0180294,-34.8943993,,,17.0,7,1,3,3,0
36,11,0,-7.988553550000001,-34.92232574738948,0.0,0.0,30.0,5,1,3,3,0
45,9,0,-8.1253038,-34.9571034,0.0,2.9,43.0,0,2,3,3,0
14,1,0,-8.0200089,-34.9032583,0.0,1.0,14.0,7,1,3,3,0
36,6,1,-8.0044956,-34.9066946,0.0,1.0,35.0,7,0,3,3,1
64,6,1,-7.9997499,-34.9327052,13.2,67.0,43.0,5,2,3,3,1
64,1,0,-8.0026558,-34.9264289,0.0,3.0,46.0,5,0,3,3,0
35,1,0,-8.0132937,-34.9407171,1.0,21.0,25.0,0,1,3,3,0
28,9,0,-8.04738005,-34.95426924683568,0.0,2.1,16.0,1,1,0,0,0
45,9,0,-8.1117235,-34.9554585,2.0,51.0,76.0,6,1,3,3,0
86,9,0,-8.0309104,-34.9777967,0.0,21.1,85.0,4,2,3,3,1
76,9,0,-8.04291125,-34.88250633610387,0.0,0.0,7.0,7,1,0,0,0
84,9,0,-8.0618637,-34.9360457,0.2,16.1,10.0,2,1,0,0,0
8,14,0,-8.1014321,-34.9365006,7.5,21.1,8.0,2,1,0,1,0
45,9,0,-8.1100224,-34.9356329,0.0,0.5,8.0,4,1,2,0,0
51,8,0,-8.1108022,-34.9238711,0.2,0.5,11.0,2,1,2,0,0
84,9,0,-8.0661282,-34.936383,0.1,2.9,8.0,2,1,0,0,0
64,6,1,-8.0108421,-34.9252523,0.0,4.0,74.0,0,2,3,3,1
56,9,0,-8.0091191,-34.9010211,0.0,31.0,48.0,7,2,3,3,1
34,9,0,-8.0547784,-34.8978376,0.0,0.0,10.0,7,1,0,0,0
23,12,0,-8.035641,-34.8810916,0.0,24.0,7.0,7,1,0,0,0
64,12,0,-7.9999177,-34.9269306,0.2,0.0,66.0,5,2,3,3,0
87,9,0,-8.0098595,-34.9214809,0.0,4.0,59.0,0,1,3,3,1
86,14,0,-8.0388558,-34.9672562,0.4,20.7,18.0,4,2,3,3,0
56,6,1,-8.0080906,-34.9078692,0.6,11.1,15.0,7,1,3,1,1
4,6,1,-8.016403,-34.9137546,0.0,17.0,36.0,0,1,3,3,1
53,9,0,-8.0819845,-34.9554451,0.3,4.4,13.0,6,1,2,1,0
14,12,0,-8.0215066,-34.9016494,0.0,7.0,12.0,7,1,0,0,0
64,14,0,-8.0007213,-34.9335475,0.0,0.0,71.0,5,2,3,3,0
86,9,0,-8.04401735,-34.94720657171241,0.0,0.8,15.0,0,1,0,0,0
45,6,1,-8.1120603,-34.9565476,0.4,40.0,87.0,6,1,3,3,1
72,9,0,-8.06219655,-34.87195989512746,0.0,8.5,14.0,7,1,0,0,0
45,1,0,-8.116954549999999,-34.95209736849097,0.0,0.0,69.0,4,2,3,3,0
10,2,0,-8.1062975,-34.9612457,0.2,5.1,49.0,6,2,3,3,0
87,6,1,-8.0120261,-34.916262,0.2,2.0,68.0,0,2,3,3,1
45,9,0,-8.1373303,-34.9487268,3.8,51.0,38.0,4,1,3,3,0
36,6,1,-8.0044956,-34.9066946,8.0,80.2,35.0,7,0,3,3,1
45,6,1,-8.1226054,-34.9401598,5.2,80.2,76.0,4,2,3,3,1
64,9,0,-7.9999177,-34.9269306,0.6,11.1,66.0,5,2,3,3,1
55,6,1,-8.1289034,-34.9344044,5.6,61.0,28.0,4,2,3,3,1
17,9,0,-8.0142691,-34.9241833,0.0,1.0,72.0,0,2,3,3,1
40,4,0,-8.0850885,-34.9298533,0.0,1.0,12.0,2,1,2,0,0
86,9,0,-8.0309104,-34.9777967,0.0,0.5,85.0,4,2,3,3,1
2,12,0,-8.0192412,-34.897095,0.0,2.0,21.0,7,2,3,3,0
17,14,0,-8.0142691,-34.9241833,0.0,1.0,72.0,0,2,3,3,0
32,9,0,-8.0464936,-34.9236637,0.0,0.0,9.0,0,1,0,0,0
45,6,1,-8.107540199999999,-34.949931520289695,2.2,16.0,35.0,6,2,3,3,1
45,1,0,-8.107540199999999,-34.949931520289695,0.3,19.8,35.0,6,2,3,3,0
43,14,0,-8.0068767,-34.9368949,0.0,0.0,25.0,5,1,3,3,0
45,6,1,-8.126427,-34.9548206,3.4,22.4,32.0,4,0,3,3,1
87,6,1,-8.0207332,-34.9217363,0.0,0.0,19.0,0,1,3,3,1
45,6,1,-8.116954549999999,-34.95209736849097,1.2,98.0,69.0,4,2,3,3,1
35,6,1,-8.0193199,-34.9569703,0.2,18.0,20.0,0,1,3,3,1
14,9,0,-8.0215066,-34.9016494,0.0,1.0,12.0,7,1,0,0,0
57,9,0,-8.0131217,-34.9265617,1.8,3.0,42.0,0,2,3,3,0
