solicitacao_bairro,processo_ocorrencia,confirmado,latitude,longitude,rain_hour,rain_day,altitude,ground_type,danger_level,flooding_risk,ground_amplitude,filtered_ocorrencia
45,6,1,-8.116954549999999,-34.95209736849097,0.0,5.0,69.0,4,2,3,3,1
41,9,0,-8.0105477,-34.8890928,0.2,0.0,19.0,5,1,3,3,0
67,6,1,-7.9814249,-34.9175559,0.0,16.0,22.0,5,1,0,1,1
86,9,0,-8.0253944,-34.9654846,0.0,4.0,28.0,4,1,3,3,0
57,6,1,-8.0101351,-34.9351472,3.8,48.0,37.0,0,2,3,3,1
12,9,0,-8.1342365,-34.9061522,0.0,0.0,8.0,2,1,0,0,0
67,6,1,-7.9840705,-34.9282904,0.0,10.0,41.0,5,0,3,3,1
6,9,0,-8.015465,-34.90659,0.0,2.0,28.0,0,1,3,3,1
56,12,0,-8.0087758,-34.9102378,3.8,107.0,32.0,7,1,3,1,0
12,9,0,-8.1059058,-34.8905356,0.0,0.0,6.0,2,1,0,1,0
36,12,0,-8.0017505,-34.9030723,0.2,4.0,25.0,5,2,3,3,0
52,9,0,-8.0398236,-34.9373458,0.0,3.0,11.0,7,1,0,0,0
45,6,1,-8.1124454,-34.9472469,4.0,146.0,39.0,4,2,3,3,1
87,6,1,-8.1111283,-34.9625845,0.0,1.0,86.0,6,3,3,4,1
24,9,0,-8.0246343,-34.917753,0.0,0.0,15.0,0,1,3,3,0
2,9,0,-8.0211781,-34.8871312,0.0,0.0,8.0,7,1,0,0,0
57,6,1,-8.0115553,-34.9267723,3.8,98.0,74.0,0,2,3,3,1
45,9,0,-8.116954549999999,-34.95209736849097,0.0,1.0,69.0,4,2,3,3,1
87,9,0,-8.019943,-34.9186183,0.0,1.0,21.0,7,1,3,3,0
10,9,0,-8.0900856,-34.9452835,0.0,9.0,19.0,7,1,3,2,0
5,14,0,-8.0241806,-34.9089597,0.0,11.0,23.0,7,2,3,3,0
36,6,1,-8.0017983,-34.9106871,0.0,7.0,37.0,5,2,3,3,1
87,1,0,-8.0082528,-34.9230937,1.4,13.0,33.0,0,2,3,3,0
55,1,0,-8.1340722,-34.9423642,0.0,2.0,70.0,4,2,3,3,0
55,1,0,-8.1366688,-34.9350162,0.2,0.0,51.0,4,2,3,3,0
55,11,0,-8.1312646,-34.9374056,0.0,0.0,34.0,4,2,3,3,0
87,1,0,-8.0063434,-34.9168824,0.0,8.0,50.0,0,2,3,3,0
61,14,0,-8.0263217,-34.9287912,0.0,0.0,29.0,0,1,3,3,0
88,1,0,-8.0518843,-34.9173977,0.0,0.0,11.0,0,1,0,0,0
12,9,0,-8.1085981,-34.8900088,1.8,61.0,12.0,2,1,3,0,0
2,1,0,-8.0091266,-34.8954757,0.0,13.0,45.0,7,2,3,3,0
36,9,0,-8.0017505,-34.9030723,0.0,0.0,25.0,5,2,3,3,0
55,6,1,-8.1399182,-34.9313763,0.0,0.0,19.0,4,1,3,3,1
56,6,1,-8.0105195,-34.9073316,0.0,0.0,36.0,7,1,3,3,1
45,11,0,-8.1173502,-34.9512987,0.0,1.0,51.0,4,2,3,3,0
36,6,1,-7.9917412,-34.9174881,0.0,0.0,24.0,5,1,3,3,1
64,1,0,-7.9993321,-34.9249685,1.0,123.0,28.0,5,2,3,3,0
48,9,0,-8.0669534,-34.9055617,2.4,16.0,4.0,7,1,0,0,0
12,9,0,-8.1322542,-34.9120229,0.0,1.0,7.0,2,1,0,1,0
45,6,1,-8.116954549999999,-34.95209736849097,7.2,146.0,69.0,4,2,3,3,1
62,1,0,-8.0196342,-34.9122152,0.0,1.0,31.0,7,2,3,3,0
45,6,1,-8.1223727,-34.9529347,0.0,6.0,69.0,4,0,3,3,1
64,4,0,-7.9999177,-34.9269306,0.0,1.0,66.0,5,2,3,3,0
36,6,1,-8.0012279,-34.9134597,2.4,56.0,55.0,5,1,3,3,1
4,6,1,-8.0188024,-34.9107065,0.0,9.0,31.0,7,1,3,3,1
83,9,0,-8.0397793,-34.8862374,0.0,0.0,7.0,7,1,0,0,0
13,9,0,-8.0620593,-34.8845185,0.0,0.0,12.0,7,1,0,0,0
4,6,1,-8.0074082,-34.9122948,0.2,8.0,22.0,7,1,3,1,1
45,6,1,-8.1113235,-34.9465616,0.0,1.0,39.0,4,2,3,3,1
4,6,1,-8.0165088,-34.9101902,5.0,35.0,42.0,0,1,3,3,1
87,6,1,-8.0079597,-34.9202558,0.0,1.0,64.0,0,2,3,3,1
53,9,0,-8.0813153,-34.9540678,0.0,0.0,22.0,6,1,3,2,0
36,12,0,-8.0021789,-34.9071888,0.0,0.0,52.0,5,2,3,3,0
43,9,0,-7.9965419,-34.9386504,0.0,7.0,44.0,5,1,3,3,1
87,1,0,-8.1111283,-34.9625845,0.0,0.0,86.0,6,3,3,4,0
32,9,0,-8.0510096,-34.9341429,0.0,0.0,11.0,7,1,0,0,0
86,9,0,-8.0422288,-34.9569315,0.0,3.0,16.0,0,1,0,0,0
13,9,0,-8.04896485,-34.890336591998846,0.6,11.0,10.0,7,1,0,0,0
64,6,1,-7.9966528,-34.9325665,0.4,146.0,72.0,5,2,3,3,1
24,9,0,-8.0246343,-34.917753,0.0,0.0,15.0,0,1,3,3,0
86,9,0,-8.0357513,-34.9609433,0.0,0.0,22.0,0,2,3,3,1
53,1,0,-8.0796145,-34.9340727,3.0,8.0,9.0,2,1,0,0,0
56,12,0,-8.0048196,-34.9065243,0.0,3.0,35.0,7,2,3,3,0
76,9,0,-8.0491803,-34.8749604,0.0,8.0,5.0,7,1,0,0,0
17,1,0,-8.0142691,-34.9241833,0.0,27.0,72.0,0,2,3,3,0
57,6,1,-8.0167725,-34.92925013244986,4.2,92.0,12.0,0,1,0,1,1
56,9,0,-8.0454263,-34.9184038,5.4,92.0,9.0,0,1,0,1,1
10,6,1,-8.1048895,-34.9510838,2.0,3.0,49.0,6,1,3,3,1
43,6,1,-7.9956409,-34.9358638,5.0,133.0,53.0,5,1,3,3,1
30,9,0,-8.1147408,-34.957342,0.6,84.0,47.0,6,0,3,3,1
72,2,0,-8.0626414,-34.8724557,0.0,3.0,13.0,7,1,0,0,0
31,9,0,-8.0917399,-34.9657259,0.0,2.0,53.0,7,3,3,4,0
55,6,1,-8.1312646,-34.9374056,0.6,101.0,34.0,4,2,3,3,1
11,1,0,-8.0064265,-34.8956767,0.0,2.0,42.0,5,2,3,3,0
45,6,1,-8.126599,-34.9564101,0.0,3.0,43.0,0,1,3,3,1
43,9,0,-7.9936546,-34.9339177,0.0,-1.0,39.0,5,2,3,3,0
59,1,0,-8.0243874,-34.9029783,0.0,4.0,35.0,7,2,3,3,0
56,9,0,-8.0454263,-34.9184038,0.4,10.0,9.0,0,1,0,1,1
87,11,0,-8.1111283,-34.9625845,5.4,16.0,86.0,6,3,3,4,0
86,9,0,-8.0335932,-34.9805271,7.2,44.0,73.0,6,1,3,3,0
36,11,0,-8.0017983,-34.9106871,0.0,0.0,37.0,5,2,3,3,0
55,6,1,-8.1349328,-34.9453517,18.2,65.0,65.0,4,2,3,3,1
64,1,0,-7.9969368,-34.9281029,0.2,8.0,70.0,5,1,3,3,0
56,1,0,-8.0081291,-34.9081953,6.8,146.0,15.0,7,1,3,1,0
51,9,0,-8.1146152,-34.9175787,0.0,0.0,8.0,2,1,2,0,0
45,9,0,-8.1201246,-34.9384721,0.2,1.0,16.0,4,2,3,3,0
62,9,0,-8.0219161,-34.914472,3.8,81.0,31.0,7,2,3,3,0
45,11,0,-8.116954549999999,-34.95209736849097,0.0,-1.0,69.0,4,2,3,3,0
36,6,1,-8.0044956,-34.9066946,0.2,31.0,35.0,7,0,3,3,1
46,1,0,-8.1195047,-34.9418921,0.0,-1.0,41.0,4,2,3,3,0
87,9,0,-8.0091928,-34.9183702,0.0,3.0,41.0,0,2,3,3,1
45,6,1,-8.135009,-34.9480277,0.0,5.0,22.0,4,2,3,3,1
64,6,1,-8.0014158,-34.9360111,0.0,6.0,82.0,5,1,3,3,1
55,6,1,-8.1364519,-34.935118,0.0,0.0,51.0,4,2,3,3,1
35,6,1,-8.0126963,-34.9523302,0.0,20.0,24.0,0,1,3,3,1
67,1,0,-7.9866233,-34.9287523,0.0,0.0,47.0,5,2,3,3,0
64,6,1,-7.9992462,-34.9329646,0.0,29.0,43.0,5,1,3,3,1
5,12,0,-8.0226886,-34.9034083,0.0,8.0,11.0,7,2,3,3,0
64,6,1,-8.0022869,-34.9295241,0.0,0.0,63.0,5,1,3,3,1
67,6,1,-7.9840705,-34.9282904,0.0,6.0,41.0,5,0,3,3,1
55,1,0,-8.1371227,-34.9408076,0.0,0.0,41.0,4,3,3,4,0
87,12,0,-8.011774,-34.919054,0.0,7.0,40.0,0,2,3,3,0
36,9,0,-8.0021316,-34.9035363,0.0,9.0,25.0,5,2,3,3,0
45,12,0,-8.1241223,-34.9557999,1.8,36.0,57.0,4,2,3,3,0
64,12,0,-8.0070191,-34.9230088,6.6,84.0,33.0,5,1,3,3,0
87,6,1,-8.0052505,-34.9217532,0.0,9.0,47.0,5,2,3,3,1
56,9,0,-8.0056743,-34.8994827,0.0,0.0,20.0,7,2,3,3,1
27,6,1,-7.9991196,-34.9379973,0.2,0.0,42.0,5,0,3,3,1
58,9,0,-8.0537581,-34.9083686,0.0,11.0,12.0,7,1,0,0,0
36,1,0,-8.0010599,-34.906826,0.0,7.0,51.0,5,2,3,3,0
87,6,1,-8.0098296,-34.9149223,15.2,81.0,64.0,0,2,3,3,1
47,1,0,-8.0657057,-34.8941783,0.0,0.0,7.0,1,1,0,0,0
43,6,1,-7.9956409,-34.9358638,0.0,0.0,53.0,5,1,3,3,1
11,6,1,-8.0059188,-34.9004878,0.0,69.0,12.0,7,2,3,1,1
45,6,1,-8.1243984,-34.9393398,1.6,15.0,68.0,4,1,3,3,1
86,9,0,-8.0469002,-34.9557155,1.0,123.0,16.0,0,1,0,0,0
64,6,1,-8.0011878,-34.9356901,0.0,4.0,82.0,5,2,3,3,1
2,9,0,-8.0157373,-34.9021547,0.0,2.0,47.0,0,2,3,3,1
50,9,0,-8.0957944,-34.9190275,0.0,1.0,-1.0,2,1,0,1,0
35,6,1,-8.0193199,-34.9569703,0.0,5.0,20.0,0,1,3,3,1
14,9,0,-8.0215066,-34.9016494,0.0,92.0,12.0,7,1,0,0,0
35,12,0,-8.0110993,-34.9585766,0.0,50.0,18.0,0,2,3,3,0
45,9,0,-8.1312837,-34.9463836,0.0,1.0,19.0,4,1,3,1,0
27,9,0,-8.0086272,-34.9361484,0.0,0.0,20.0,0,1,3,3,0
42,1,0,-8.0453789,-34.8973875,0.0,-1.0,17.0,1,1,0,0,0
46,9,0,-8.1183456,-34.940186,0.0,0.0,19.0,4,1,3,0,0
45,1,0,-8.1295158,-34.9429143,0.0,0.0,40.0,4,1,3,3,0
53,15,0,-8.076352,-34.9460238,0.2,9.0,11.0,2,1,2,0,0
4,6,1,-8.0149843,-34.9125177,0.4,153.0,36.0,0,2,3,3,1
12,4,0,-8.1436167,-34.9145637,6.4,-1.0,12.0,2,1,0,1,0
45,6,1,-8.1158337,-34.9384628,0.6,31.0,13.0,4,1,2,0,1
17,9,0,-8.0142691,-34.9241833,0.6,21.0,72.0,0,2,3,3,1
45,6,1,-8.1215632,-34.9397226,18.0,153.0,76.0,4,0,3,3,1
2,11,0,-8.0121353,-34.902964,0.0,0.0,52.0,7,1,3,3,0
7,6,1,-8.0087843,-34.9375115,0.0,48.0,26.0,0,1,3,3,1
55,12,0,-8.1340722,-34.9423642,0.0,0.0,70.0,4,2,3,3,0
87,6,1,-8.0093876,-34.9226357,0.0,39.0,59.0,0,2,3,3,1
64,1,0,-8.0198572,-34.9266431,0.0,2.0,19.0,0,1,3,3,0
64,12,0,-8.0138554,-34.9245194,0.0,1.0,72.0,0,0,3,3,0
11,9,0,-8.0070244,-34.8883412,0.0,0.0,12.0,5,1,3,3,1
36,14,0,-7.9989151,-34.9139459,0.0,123.0,69.0,5,2,3,3,0
64,6,1,-8.0069178,-34.9273157,0.0,46.0,47.0,5,1,3,3,1
77,9,0,-8.0651687,-34.8773794,0.0,3.0,14.0,7,1,0,0,0
36,9,0,-7.99967695,-34.91380530905113,0.0,-1.0,69.0,5,2,3,3,1
13,1,0,-8.0612274,-34.8827384,0.0,-1.0,10.0,7,1,0,0,0
45,6,1,-8.1228762,-34.955262,1.2,-1.0,80.0,4,2,3,3,1
36,6,1,-8.0042095,-34.910398,0.0,5.0,43.0,7,2,3,3,1
56,11,0,-7.999990950000001,-34.922825234477614,0.0,0.0,23.0,5,1,3,3,0
4,1,0,-8.0129991,-34.9127978,6.2,84.0,55.0,0,2,3,3,0
64,6,1,-8.0161545,-34.9264668,0.0,13.0,34.0,0,1,3,3,1
11,6,1,-8.0070244,-34.8883412,0.6,10.0,12.0,5,1,3,3,1
4,6,1,-8.0107957,-34.914589,0.0,1.0,68.0,0,2,3,3,1
45,9,0,-8.135009,-34.9480277,0.0,0.0,22.0,4,2,3,3,0
45,1,0,-8.1137771,-34.957619,0.6,17.0,74.0,6,2,3,3,0
64,5,0,-7.9965685,-34.9311509,0.0,7.0,41.0,5,1,3,3,0
45,2,0,-8.1243469,-34.9504689,0.4,12.0,32.0,4,1,3,1,0
64,6,1,-8.0012295,-34.9313166,0.0,1.0,50.0,5,1,3,3,1
55,9,0,-8.1340722,-34.9423642,3.0,61.0,70.0,4,2,3,3,1
45,6,1,-8.1183705,-34.9419205,0.0,0.0,26.0,4,2,3,3,1
36,6,1,-7.9989866,-34.921394,0.4,51.0,23.0,5,2,0,1,1
5,6,1,-8.0149843,-34.9125177,0.0,63.0,36.0,0,2,3,3,1
27,6,1,-8.0025633,-34.9375152,12.8,133.0,46.0,5,2,3,3,1
38,9,0,-8.0565946,-34.9424194,0.0,6.0,13.0,0,1,0,0,0
36,1,0,-7.9974518,-34.9108119,0.0,2.0,55.0,5,2,3,3,0
45,6,1,-8.1247463,-34.9563136,0.0,8.0,65.0,4,2,3,3,1
55,9,0,-8.1312646,-34.9374056,0.0,1.0,34.0,4,2,3,3,0
87,6,1,-8.0035327,-34.9204651,0.0,15.0,43.0,5,2,3,3,1
57,6,1,-8.0126709,-34.9317233,0.0,10.0,20.0,0,1,3,3,1
32,14,0,-8.0582801,-34.931204,0.0,0.0,12.0,7,1,0,0,0
87,12,0,-8.0123133,-34.917952,0.0,3.0,65.0,0,2,3,3,0
57,6,1,-8.0167725,-34.92925013244986,0.0,30.0,12.0,0,1,0,1,1
87,9,0,-8.0147333,-34.9218343,0.0,50.0,37.0,0,2,3,3,0
53,9,0,-8.0662752,-34.9362607,0.0,29.0,8.0,2,1,0,0,1
59,9,0,-8.0257888,-34.9042176,0.0,14.0,9.0,7,1,0,1,0
23,9,0,-8.0270979,-34.8773323,0.0,2.0,8.0,5,1,0,1,0
45,9,0,-8.113521,-34.9528413,0.4,8.0,67.0,6,1,3,3,0
43,9,0,-7.9643913,-34.9243226,2.2,84.0,81.0,5,1,3,3,0
53,9,0,-8.0809242,-34.945598,0.0,-1.0,8.0,6,1,3,2,0
55,6,1,-8.0078701,-34.9014093,0.0,0.0,28.0,7,1,3,3,1
86,6,1,-8.0229287,-34.9646604,0.0,0.0,52.0,4,0,3,3,1
45,6,1,-8.116954549999999,-34.95209736849097,0.0,69.0,69.0,4,2,3,3,1
64,9,0,-8.0014099,-34.931535,0.0,81.0,50.0,5,1,3,3,0
36,9,0,-7.9965093,-34.9208627,0.0,4.0,33.0,5,2,3,3,1
36,1,0,-8.0004696,-34.915053,7.6,123.0,36.0,5,2,3,3,0
36,1,0,-7.9996875,-34.9143223,0.0,2.0,69.0,5,2,3,3,0
53,2,0,-8.0662752,-34.9362607,0.0,29.0,8.0,2,1,0,0,0
10,9,0,-8.0908084,-34.9395051,0.0,0.0,11.0,7,1,2,0,0
36,9,0,-7.988553550000001,-34.92232574738948,0.0,6.0,30.0,5,1,3,3,0
87,9,0,-8.0073535,-34.9163898,0.2,5.0,41.0,0,2,3,3,0
64,6,1,-7.9991223,-34.9271986,0.0,1.0,32.0,5,2,3,3,1
33,9,0,-8.0819845,-34.9554451,0.0,3.0,13.0,6,1,2,1,0
45,1,0,-8.1140831,-34.9488462,0.0,11.0,81.0,4,2,3,3,0
45,6,1,-8.120419,-34.9560682,18.8,146.0,85.0,4,1,3,3,1
50,9,0,-8.1121216,-34.9036728,0.0,-1.0,9.0,2,1,0,1,0
45,11,0,-8.1288765,-34.9512669,0.0,17.0,38.0,4,2,3,3,0
35,14,0,-8.0126963,-34.9523302,6.0,123.0,24.0,0,1,3,3,0
64,6,1,-7.9999177,-34.9269306,4.8,39.0,66.0,5,2,3,3,1
2,9,0,-8.0119391,-34.8990168,2.8,13.0,43.0,7,2,3,3,1
86,6,1,-8.0319678,-34.9776739,0.0,48.0,79.0,4,2,3,3,1
56,9,0,-8.0085182,-34.9032439,2.8,44.0,55.0,7,2,3,3,0
55,9,0,-8.1312646,-34.9374056,0.0,0.0,34.0,4,2,3,3,0
5,1,0,-8.0241806,-34.9089597,0.0,11.0,23.0,7,2,3,3,0
64,9,0,-8.0198572,-34.9266431,0.0,0.0,19.0,0,1,3,3,0
36,9,0,-8.0017983,-34.9106871,0.0,1.0,37.0,5,2,3,3,0
36,1,0,-7.9958977,-34.9205643,0.0,26.0,71.0,5,2,3,3,0
87,6,1,-8.0091928,-34.9183702,0.0,2.0,41.0,0,2,3,3,1
13,9,0,-8.0609296,-34.8834479,0.0,3.0,12.0,7,1,0,0,0
64,6,1,-8.0023077,-34.9335591,0.4,98.0,72.0,5,2,3,3,1
64,15,0,-8.0042851,-34.9260568,0.0,4.0,63.0,5,2,3,3,0
12,9,0,-8.1267256,-34.9066249,0.0,0.0,13.0,2,1,0,1,0
24,9,0,-8.0262931,-34.9192844,8.6,27.0,30.0,0,1,3,3,0
53,9,0,-8.0818852,-34.9410179,0.0,1.0,10.0,2,1,0,0,0
45,12,0,-8.1225264,-34.9447732,0.2,7.0,62.0,4,2,3,3,0
45,6,1,-8.113521,-34.9528413,2.0,49.0,67.0,6,1,3,3,1
64,12,0,-7.9982441,-34.9297058,0.0,0.0,42.0,5,1,3,3,0
45,6,1,-8.1247463,-34.9563136,5.8,22.0,65.0,4,2,3,3,1
45,1,0,-8.1242118,-34.9462927,0.0,-1.0,77.0,4,2,3,3,0
30,9,0,-8.1228623,-34.9511975,0.0,0.0,33.0,4,1,3,3,0
45,1,0,-8.1173502,-34.9512987,1.0,48.0,51.0,4,2,3,3,0
36,1,0,-8.0012279,-34.9134597,0.0,7.0,55.0,5,1,3,3,0
87,12,0,-8.1111283,-34.9625845,0.0,3.0,86.0,6,3,3,4,0
87,9,0,-8.013639,-34.9180618,0.0,2.0,29.0,0,2,3,3,0
64,11,0,-7.9992462,-34.9329646,0.0,3.0,43.0,5,1,3,3,0
23,9,0,-8.0316256,-34.879409,0.0,0.0,10.0,7,1,0,0,0
45,1,0,-8.126419,-34.9412428,1.4,66.0,41.0,4,2,3,3,0
57,6,1,-8.0101351,-34.9351472,0.0,0.0,37.0,0,2,3,3,1
76,9,0,-8.055381149999999,-34.87753904397894,0.0,5.0,5.0,7,1,0,0,0
55,6,1,-8.1312646,-34.9374056,0.0,9.0,34.0,4,2,3,3,1
62,9,0,-8.0196342,-34.9122152,2.6,49.0,31.0,7,2,3,3,1
15,14,0,-8.0671616,-34.91371,0.0,3.0,9.0,2,1,0,0,0
58,9,0,-8.055466,-34.9055548,0.0,0.0,9.0,7,1,0,0,0
36,1,0,-7.9974518,-34.9108119,0.2,-1.0,55.0,5,2,3,3,0
64,6,1,-8.0020315,-34.9272079,0.4,21.0,68.0,5,2,3,3,1
55,12,0,-8.1385481,-34.9309874,0.0,0.0,39.0,4,0,3,3,0
45,9,0,-8.126419,-34.9412428,0.0,-1.0,41.0,4,2,3,3,0
45,1,0,-8.1146075,-34.9519166,0.0,2.0,70.0,4,1,3,3,0
50,9,0,-8.0930935,-34.9102726,3.4,6.0,8.0,2,1,0,0,0
52,10,0,-8.0294704,-34.9321596,0.0,0.0,9.0,1,1,0,0,0
52,9,0,-8.0427031,-34.9417834,0.0,1.0,11.0,0,1,0,0,0
64,1,0,-8.004216,-34.9280182,0.2,35.0,63.0,5,0,3,3,0
8,9,0,-8.0922106,-34.9263793,0.0,0.0,14.0,2,1,2,0,0
82,9,0,-8.0383963,-34.9076048,0.2,0.0,7.0,7,1,0,1,0
57,6,1,-8.008056,-34.9348806,3.6,49.0,42.0,0,2,3,3,1
36,9,0,-8.0017505,-34.9030723,0.0,0.0,25.0,5,2,3,3,1
18,11,0,-7.9993321,-34.9249685,0.0,11.0,28.0,5,2,3,3,0
57,6,1,-8.0118867,-34.9311631,0.0,20.0,31.0,0,1,3,3,1
56,6,1,-8.0105195,-34.9073316,0.0,17.0,36.0,7,1,3,3,1
36,9,0,-7.988553550000001,-34.92232574738948,19.2,153.0,30.0,5,1,3,3,1
45,6,1,-8.116954549999999,-34.95209736849097,0.0,23.0,69.0,4,2,3,3,1
55,6,1,-8.1394854,-34.9348766,0.0,10.0,38.0,4,2,3,3,1
45,9,0,-8.107540199999999,-34.949931520289695,0.4,5.0,35.0,6,2,3,3,0
36,6,1,-8.0058555,-34.9081363,0.0,7.0,35.0,7,2,3,3,1
50,1,0,-8.1082113,-34.9140558,3.0,61.0,7.0,2,1,0,0,0
57,11,0,-8.0157738,-34.9277439,0.0,4.0,19.0,0,2,3,3,0
35,9,0,-8.0126963,-34.9523302,0.0,4.0,24.0,0,1,3,3,0
55,9,0,-8.128029,-34.9364066,0.0,4.0,51.0,4,1,3,3,1
53,9,0,-8.0870247,-34.9441798,0.0,0.0,13.0,7,1,0,0,0
45,11,0,-8.1243552,-34.9550156,0.2,13.0,57.0,4,2,3,3,0
43,3,0,-7.9948164,-34.9315071,0.0,101.0,49.0,5,2,3,3,0
36,9,0,-7.9974518,-34.9108119,0.0,6.0,55.0,5,2,3,3,1
55,12,0,-8.1235084,-34.9453749,0.0,7.0,40.0,4,2,3,3,0
45,1,0,-8.1194303,-34.9412388,0.2,39.0,47.0,4,2,3,3,0
45,6,1,-8.116954549999999,-34.95209736849097,14.0,66.0,69.0,4,2,3,3,1
2,6,1,-8.0185406,-34.8945737,5.6,61.0,17.0,7,1,0,0,1
64,6,1,-7.9999177,-34.9269306,0.0,25.0,66.0,5,2,3,3,1
45,16,0,-8.117241,-34.9502195,0.0,7.0,51.0,4,2,3,3,0
2,2,0,-8.0230392,-34.8970591,0.2,39.0,11.0,7,1,0,0,0
64,12,0,-8.0070191,-34.9230088,0.2,24.0,33.0,5,1,3,3,0
87,9,0,-8.0110447,-34.915403,2.6,68.0,68.0,0,2,3,3,1
35,1,0,-8.0083781,-34.9589903,8.0,34.0,9.0,0,1,2,1,0
45,6,1,-8.116954549999999,-34.95209736849097,1.4,81.0,69.0,4,2,3,3,1
2,12,0,-8.0154431,-34.8944979,0.0,66.0,42.0,7,2,3,3,0
78,9,0,-8.06861,-34.8773112,0.0,0.0,12.0,7,1,0,0,0
53,9,0,-8.0809874,-34.9478343,0.0,0.0,9.0,6,1,3,2,1
64,6,1,-8.0044842,-34.9257202,0.0,12.0,63.0,5,2,3,3,1
36,9,0,-7.9935716,-34.9156559,3.6,57.0,46.0,5,2,3,3,1
16,9,0,-8.084907,-34.8800133,0.6,3.0,8.0,1,1,2,0,0
77,0,0,-8.06305105,-34.87814649721786,1.2,-1.0,22.0,7,1,0,0,0
46,6,1,-8.1183971,-34.9426758,2.0,49.0,26.0,4,1,3,3,1
43,1,0,-8.010048,-34.9343535,0.0,10.0,37.0,0,2,3,3,0
67,6,1,-8.1114828,-34.9615055,8.2,84.0,64.0,6,3,3,4,1
18,1,0,-8.0049828,-34.9158141,0.0,33.0,28.0,5,2,3,1,0
55,9,0,-8.1228025,-34.9369519,0.0,0.0,16.0,4,2,3,3,0
64,1,0,-7.999990950000001,-34.922825234477614,0.0,5.0,23.0,5,1,3,3,0
87,9,0,-8.011774,-34.919054,0.2,7.0,40.0,0,2,3,3,0
82,12,0,-8.0452477,-34.9028134,0.0,8.0,9.0,1,1,0,0,0
4,1,0,-8.0165088,-34.9101902,0.0,7.0,42.0,0,1,3,3,0
43,9,0,-8.0059351,-34.9350509,0.0,4.0,56.0,5,2,3,3,1
17,6,1,-7.9952932,-34.9324076,5.6,24.0,49.0,5,2,3,3,1
87,1,0,-8.01072,-34.9181516,0.0,-1.0,65.0,0,2,3,3,0
45,1,0,-8.1181531,-34.9477458,0.0,0.0,80.0,4,1,3,3,0
45,9,0,-8.1159854,-34.9378613,0.0,0.0,13.0,4,1,2,0,0
57,9,0,-8.0118867,-34.9311631,0.0,0.0,31.0,0,1,3,3,0
87,6,1,-8.0063434,-34.9168824,0.2,31.0,50.0,0,2,3,3,1
55,6,1,-8.1381785,-34.9321689,1.8,28.0,30.0,4,2,3,3,1
36,6,1,-8.002481,-34.9124788,1.0,107.0,37.0,5,1,3,3,1
53,1,0,-8.0868684,-34.9484831,0.0,3.0,15.0,6,1,3,2,0
31,12,0,-8.0914814,-34.9656636,0.0,0.0,15.0,7,3,3,4,0
22,9,0,-8.0165641,-34.8820566,0.0,3.0,8.0,5,1,0,0,0
87,6,1,-8.011774,-34.919054,0.0,4.0,40.0,0,2,3,3,1
30,6,1,-8.1181484,-34.9572878,6.8,101.0,40.0,6,2,3,3,1
56,0,0,-8.0105195,-34.9073316,0.0,16.0,36.0,7,1,3,3,0
45,6,1,-8.132267,-34.9466102,2.4,39.0,19.0,4,1,3,3,1
64,6,1,-7.9982989,-34.9276359,0.0,14.0,32.0,5,0,3,3,1
36,6,1,-7.9989231,-34.9152415,0.0,66.0,42.0,5,2,3,3,1
27,12,0,-8.0101351,-34.9351472,10.6,44.0,37.0,0,2,3,3,0
45,9,0,-8.1215437,-34.9495186,0.0,-1.0,42.0,4,0,3,3,0
45,6,1,-8.124568,-34.9551051,2.0,6.0,57.0,4,2,3,3,1
45,6,1,-8.1120943,-34.9578106,0.0,0.0,87.0,6,1,3,3,1
26,9,0,-8.0303613,-34.949151,0.0,0.0,15.0,0,1,0,1,0
67,6,1,-7.9840705,-34.9282904,0.0,0.0,41.0,5,0,3,3,1
52,9,0,-8.0363022,-34.931163,0.0,8.0,9.0,0,1,0,0,0
45,6,1,-8.116954549999999,-34.95209736849097,0.0,44.0,69.0,4,2,3,3,1
86,6,1,-8.0367005,-34.9776176,0.0,1.0,83.0,6,1,3,3,1
64,6,1,-8.0032365,-34.9238021,1.6,24.0,36.0,5,1,3,3,1
38,13,0,-8.0584077,-34.9405363,1.2,4.0,12.0,0,1,2,0,0
42,9,0,-8.0518181,-34.9021232,0.0,0.0,13.0,7,1,0,0,0
12,9,0,-8.1428477,-34.9051984,0.4,69.0,13.0,2,1,3,0,0
10,6,1,-8.1098571,-34.9554692,0.0,36.0,47.0,6,2,3,3,1
57,9,0,-8.0118867,-34.9311631,0.0,6.0,31.0,0,1,3,3,1
37,9,0,-8.0397228,-34.8874015,2.2,66.0,7.0,7,1,0,0,0
87,1,0,-8.0093876,-34.9226357,0.0,7.0,59.0,0,2,3,3,0
43,6,1,-7.9879568,-34.934243,0.0,84.0,26.0,5,1,0,1,1
17,6,1,-7.9915041,-34.931161,0.2,107.0,33.0,5,1,3,3,1
40,9,0,-8.08121935,-34.9308729417329,0.0,0.0,8.0,2,1,0,0,0
17,1,0,-8.0142691,-34.9241833,0.0,0.0,72.0,0,2,3,3,0
57,9,0,-8.0076603,-34.93352,0.2,146.0,42.0,5,2,3,3,1
55,6,1,-8.1356991,-34.9329333,0.2,65.0,69.0,4,2,3,3,1
9,9,0,-8.0233364,-34.8871954,0.0,3.0,9.0,7,1,0,0,0
64,6,1,-8.0009093,-34.9357437,1.6,13.0,82.0,5,1,3,3,1
